Sc_id	aoisequence	3_ref_104_rule_fixationrate	3_ref_104_rule_longestfixation	3_ref_104_rule_meanfixationduration	3_ref_104_rule_numfixations	3_ref_104_rule_numtransfrom_3_ref_100_rule	3_ref_104_rule_numtransfrom_3_ref_101_rule	3_ref_104_rule_numtransfrom_3_ref_102_rule	3_ref_104_rule_numtransfrom_3_ref_104_rule	3_ref_104_rule_numtransfrom_3_ref_105_rule	3_ref_104_rule_numtransfrom_3_ref_106_rule	3_ref_104_rule_numtransfrom_Highlighted bars	3_ref_104_rule_proportionnum	3_ref_104_rule_proportiontime	3_ref_104_rule_proptransfrom_3_ref_100_rule	3_ref_104_rule_proptransfrom_3_ref_101_rule	3_ref_104_rule_proptransfrom_3_ref_102_rule	3_ref_104_rule_proptransfrom_3_ref_104_rule	3_ref_104_rule_proptransfrom_3_ref_105_rule	3_ref_104_rule_proptransfrom_3_ref_106_rule	3_ref_104_rule_proptransfrom_Highlighted bars	3_ref_104_rule_stddevfixationduration	3_ref_104_rule_timetofirstfixation	3_ref_104_rule_timetolastfixation	3_ref_104_rule_totaltimespent	3_ref_106_rule_fixationrate	3_ref_106_rule_longestfixation	3_ref_106_rule_meanfixationduration	3_ref_106_rule_numfixations	3_ref_106_rule_numtransfrom_3_ref_100_rule	3_ref_106_rule_numtransfrom_3_ref_101_rule	3_ref_106_rule_numtransfrom_3_ref_102_rule	3_ref_106_rule_numtransfrom_3_ref_104_rule	3_ref_106_rule_numtransfrom_3_ref_105_rule	3_ref_106_rule_numtransfrom_3_ref_106_rule	3_ref_106_rule_numtransfrom_Highlighted bars	3_ref_106_rule_proportionnum	3_ref_106_rule_proportiontime	3_ref_106_rule_proptransfrom_3_ref_100_rule	3_ref_106_rule_proptransfrom_3_ref_101_rule	3_ref_106_rule_proptransfrom_3_ref_102_rule	3_ref_106_rule_proptransfrom_3_ref_104_rule	3_ref_106_rule_proptransfrom_3_ref_105_rule	3_ref_106_rule_proptransfrom_3_ref_106_rule	3_ref_106_rule_proptransfrom_Highlighted bars	3_ref_106_rule_stddevfixationduration	3_ref_106_rule_timetofirstfixation	3_ref_106_rule_timetolastfixation	3_ref_106_rule_totaltimespent	3_ref_105_rule_fixationrate	3_ref_105_rule_longestfixation	3_ref_105_rule_meanfixationduration	3_ref_105_rule_numfixations	3_ref_105_rule_numtransfrom_3_ref_100_rule	3_ref_105_rule_numtransfrom_3_ref_101_rule	3_ref_105_rule_numtransfrom_3_ref_102_rule	3_ref_105_rule_numtransfrom_3_ref_104_rule	3_ref_105_rule_numtransfrom_3_ref_105_rule	3_ref_105_rule_numtransfrom_3_ref_106_rule	3_ref_105_rule_numtransfrom_Highlighted bars	3_ref_105_rule_proportionnum	3_ref_105_rule_proportiontime	3_ref_105_rule_proptransfrom_3_ref_100_rule	3_ref_105_rule_proptransfrom_3_ref_101_rule	3_ref_105_rule_proptransfrom_3_ref_102_rule	3_ref_105_rule_proptransfrom_3_ref_104_rule	3_ref_105_rule_proptransfrom_3_ref_105_rule	3_ref_105_rule_proptransfrom_3_ref_106_rule	3_ref_105_rule_proptransfrom_Highlighted bars	3_ref_105_rule_stddevfixationduration	3_ref_105_rule_timetofirstfixation	3_ref_105_rule_timetolastfixation	3_ref_105_rule_totaltimespent	Highlighted bars_fixationrate	Highlighted bars_longestfixation	Highlighted bars_meanfixationduration	Highlighted bars_numfixations	Highlighted bars_numtransfrom_3_ref_100_rule	Highlighted bars_numtransfrom_3_ref_101_rule	Highlighted bars_numtransfrom_3_ref_102_rule	Highlighted bars_numtransfrom_3_ref_104_rule	Highlighted bars_numtransfrom_3_ref_105_rule	Highlighted bars_numtransfrom_3_ref_106_rule	Highlighted bars_numtransfrom_Highlighted bars	Highlighted bars_proportionnum	Highlighted bars_proportiontime	Highlighted bars_proptransfrom_3_ref_100_rule	Highlighted bars_proptransfrom_3_ref_101_rule	Highlighted bars_proptransfrom_3_ref_102_rule	Highlighted bars_proptransfrom_3_ref_104_rule	Highlighted bars_proptransfrom_3_ref_105_rule	Highlighted bars_proptransfrom_3_ref_106_rule	Highlighted bars_proptransfrom_Highlighted bars	Highlighted bars_stddevfixationduration	Highlighted bars_timetofirstfixation	Highlighted bars_timetolastfixation	Highlighted bars_totaltimespent	3_ref_100_rule_fixationrate	3_ref_100_rule_longestfixation	3_ref_100_rule_meanfixationduration	3_ref_100_rule_numfixations	3_ref_100_rule_numtransfrom_3_ref_100_rule	3_ref_100_rule_numtransfrom_3_ref_101_rule	3_ref_100_rule_numtransfrom_3_ref_102_rule	3_ref_100_rule_numtransfrom_3_ref_104_rule	3_ref_100_rule_numtransfrom_3_ref_105_rule	3_ref_100_rule_numtransfrom_3_ref_106_rule	3_ref_100_rule_numtransfrom_Highlighted bars	3_ref_100_rule_proportionnum	3_ref_100_rule_proportiontime	3_ref_100_rule_proptransfrom_3_ref_100_rule	3_ref_100_rule_proptransfrom_3_ref_101_rule	3_ref_100_rule_proptransfrom_3_ref_102_rule	3_ref_100_rule_proptransfrom_3_ref_104_rule	3_ref_100_rule_proptransfrom_3_ref_105_rule	3_ref_100_rule_proptransfrom_3_ref_106_rule	3_ref_100_rule_proptransfrom_Highlighted bars	3_ref_100_rule_stddevfixationduration	3_ref_100_rule_timetofirstfixation	3_ref_100_rule_timetolastfixation	3_ref_100_rule_totaltimespent	3_ref_102_rule_fixationrate	3_ref_102_rule_longestfixation	3_ref_102_rule_meanfixationduration	3_ref_102_rule_numfixations	3_ref_102_rule_numtransfrom_3_ref_100_rule	3_ref_102_rule_numtransfrom_3_ref_101_rule	3_ref_102_rule_numtransfrom_3_ref_102_rule	3_ref_102_rule_numtransfrom_3_ref_104_rule	3_ref_102_rule_numtransfrom_3_ref_105_rule	3_ref_102_rule_numtransfrom_3_ref_106_rule	3_ref_102_rule_numtransfrom_Highlighted bars	3_ref_102_rule_proportionnum	3_ref_102_rule_proportiontime	3_ref_102_rule_proptransfrom_3_ref_100_rule	3_ref_102_rule_proptransfrom_3_ref_101_rule	3_ref_102_rule_proptransfrom_3_ref_102_rule	3_ref_102_rule_proptransfrom_3_ref_104_rule	3_ref_102_rule_proptransfrom_3_ref_105_rule	3_ref_102_rule_proptransfrom_3_ref_106_rule	3_ref_102_rule_proptransfrom_Highlighted bars	3_ref_102_rule_stddevfixationduration	3_ref_102_rule_timetofirstfixation	3_ref_102_rule_timetolastfixation	3_ref_102_rule_totaltimespent	3_ref_101_rule_fixationrate	3_ref_101_rule_longestfixation	3_ref_101_rule_meanfixationduration	3_ref_101_rule_numfixations	3_ref_101_rule_numtransfrom_3_ref_100_rule	3_ref_101_rule_numtransfrom_3_ref_101_rule	3_ref_101_rule_numtransfrom_3_ref_102_rule	3_ref_101_rule_numtransfrom_3_ref_104_rule	3_ref_101_rule_numtransfrom_3_ref_105_rule	3_ref_101_rule_numtransfrom_3_ref_106_rule	3_ref_101_rule_numtransfrom_Highlighted bars	3_ref_101_rule_proportionnum	3_ref_101_rule_proportiontime	3_ref_101_rule_proptransfrom_3_ref_100_rule	3_ref_101_rule_proptransfrom_3_ref_101_rule	3_ref_101_rule_proptransfrom_3_ref_102_rule	3_ref_101_rule_proptransfrom_3_ref_104_rule	3_ref_101_rule_proptransfrom_3_ref_105_rule	3_ref_101_rule_proptransfrom_3_ref_106_rule	3_ref_101_rule_proptransfrom_Highlighted bars	3_ref_101_rule_stddevfixationduration	3_ref_101_rule_timetofirstfixation	3_ref_101_rule_timetolastfixation	3_ref_101_rule_totaltimespent
msnv60_allsc	[('Highlighted bars', 87008, 266), ('3_ref_101_rule', 87008, 266), ('Highlighted bars', 125731, 225), ('3_ref_104_rule', 125731, 225), ('Highlighted bars', 126664, 100), ('3_ref_106_rule', 126664, 100), ('Highlighted bars', 129079, 158), ('3_ref_105_rule', 129079, 158), ('Highlighted bars', 130528, 83), ('3_ref_106_rule', 130528, 83), ('Highlighted bars', 130886, 150), ('3_ref_105_rule', 130886, 150)]	0.00444444444444	225	225.0	1	0	0	0	0	0	0	0	0.030303030303	0.00252627324171	0	0	0	0	0	0	0	0	82426	82426	225	0.0109289617486	100	91.5	2	0	0	0	0	0	0	0	0.00714285714286	0.00205470223659	0	0	0	0	0	0	0	12.0208152802	83359	87223	183	0.00649350649351	158	154.0	2	0	0	0	0	0	1	1	0.021978021978	0.00345818737088	0.0	0.0	0.0	0.0	0.0	0.5	0.5	5.65685424949	85774	87581	308	0.0061099796334	266	163.666666667	6	0	0	0	0	0	1	1	0.0214285714286	0.0110257792149	0.0	0.0	0.0	0.0	0.0	0.5	0.5	70.729531786	43703	87581	982	0	-1	-1	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	-1	-1	0	0.00375939849624	266	266.0	1	0	0	0	0	0	0	0	0.00555555555556	0.00298661636576	0	0	0	0	0	0	0	0	43703	43703	266
11	[]	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0
27	[]	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0
20	[]	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0
30	[]	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0
28	[]	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0
62	[]	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0
60	[]	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0
76	[]	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0
3	[('Highlighted bars', 87008, 266), ('3_ref_101_rule', 87008, 266), ('Highlighted bars', 125731, 225), ('3_ref_104_rule', 125731, 225), ('Highlighted bars', 126664, 100), ('3_ref_106_rule', 126664, 100), ('Highlighted bars', 129079, 158), ('3_ref_105_rule', 129079, 158), ('Highlighted bars', 130528, 83), ('3_ref_106_rule', 130528, 83), ('Highlighted bars', 130886, 150), ('3_ref_105_rule', 130886, 150)]	0.00444444444444	225	225.0	1	0	0	0	0	0	0	0	0.030303030303	0.00252627324171	0	0	0	0	0	0	0	0	82426	82426	225	0.0109289617486	100	91.5	2	0	0	0	0	0	0	0	0.00714285714286	0.00205470223659	0	0	0	0	0	0	0	12.0208152802	83359	87223	183	0.00649350649351	158	154.0	2	0	0	0	0	0	1	1	0.021978021978	0.00345818737088	0.0	0.0	0.0	0.0	0.0	0.5	0.5	5.65685424949	85774	87581	308	0.0061099796334	266	163.666666667	6	0	0	0	0	0	1	1	0.0214285714286	0.0110257792149	0.0	0.0	0.0	0.0	0.0	0.5	0.5	70.729531786	43703	87581	982	0	-1	-1	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	-1	-1	0	0.00375939849624	266	266.0	1	0	0	0	0	0	0	0	0.00555555555556	0.00298661636576	0	0	0	0	0	0	0	0	43703	43703	266
